id_company,date_waste,kitchen,shift,type_waste,weight,covers,heatmap,heatmap_text
APAC Hyatt Taipei TAIGH,2022-04-30,Yun Jin,Lunch,preparation,3.0,147.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-04-30,Yun Jin,Lunch,preparation,6.5,147.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-04-30,Yun Jin,Lunch,preparation,4.8,147.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-04-30,Yun Jin,Lunch,plate,3.71,147.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-04-30,Yun Jin,Dinner,preparation,3.5,72.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-04-30,Yun Jin,Dinner,preparation,6.0,72.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-04-30,Yun Jin,Dinner,preparation,10.0,72.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-04-30,Yun Jin,Dinner,preparation,5.0,72.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-04-30,Yun Jin,Dinner,preparation,3.0,72.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-04-30,Yun Jin,Dinner,plate,10.5,72.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-05-01,Banquet,Lunch,preparation,5.5,447.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-05-01,Banquet,Lunch,preparation,0.3,447.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-05-01,Banquet,Lunch,plate,36.0,447.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-05-01,Banquet,Lunch,plate,46.0,447.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-05-02,Banquet,Lunch,,,24.0,0.25,W
APAC Hyatt Taipei TAIGH,2022-05-03,Banquet,Lunch,preparation,2.0,65.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-05-03,Banquet,Lunch,preparation,1.0,65.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-05-03,Banquet,Lunch,preparation,0.5,65.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-05-03,Banquet,Lunch,preparation,4.0,65.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-05-03,Banquet,Lunch,preparation,9.0,65.0,0.0,OK
APAC Hyatt Taipei TAIGH,2022-05-03,Banquet,Lunch,preparation,5.0,65.0,0.0,OK
